Ref_ID,doi_raw,doi_norm,publication_year,grouped_fold,chronological_role,row_random_fold,row_random_DOI_seen_in_train
25093,10.1038/srep44603,10.1038/srep44603,2017,1,train_through_2018,2,True
25094,10.1038/srep44603,10.1038/srep44603,2017,1,train_through_2018,1,True
25095,10.1038/srep44603,10.1038/srep44603,2017,1,train_through_2018,4,True
25096,10.1038/srep44603,10.1038/srep44603,2017,1,train_through_2018,5,True
25097,10.1038/srep44603,10.1038/srep44603,2017,1,train_through_2018,1,True
25098,10.1063/1.4864638,10.1063/1.4864638,2014,5,train_through_2018,2,True
25099,10.1063/1.4864638,10.1063/1.4864638,2014,5,train_through_2018,4,True
25100,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,5,True
25101,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,3,True
25102,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,3,True
25103,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,2,True
25104,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,1,True
25105,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,3,True
25106,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,4,True
25107,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,3,True
25108,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,2,True
25109,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,5,True
25110,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,5,True
25111,10.1021/acsaem.8b00566,10.1021/acsaem.8b00566,2018,4,train_through_2018,4,True
25114,10.1039/c9ta00239a,10.1039/c9ta00239a,2019,4,test_2019_onward,1,False
25115,10.1039/c9ta00239a,10.1039/c9ta00239a,2019,4,test_2019_onward,1,False
25116,10.1002/aelm.201800500,10.1002/aelm.201800500,2018,1,train_through_2018,3,True
25117,10.1002/aelm.201800500,10.1002/aelm.201800500,2018,1,train_through_2018,4,True
25118,10.1021/acsaem.8b00803,10.1021/acsaem.8b00803,2018,3,train_through_2018,5,True
25119,10.1021/acsaem.8b00803,10.1021/acsaem.8b00803,2018,3,train_through_2018,3,True
25123,10.1021/acsaem.8b00803,10.1021/acsaem.8b00803,2018,3,train_through_2018,2,True
25125,10.1246/cl.151007,10.1246/cl.151007,2015,5,train_through_2018,4,True
25126,10.1246/cl.151007,10.1246/cl.151007,2015,5,train_through_2018,1,True
25127,10.1039/c4ra09519g,10.1039/c4ra09519g,2014,4,train_through_2018,1,True
25128,10.1039/c4ra09519g,10.1039/c4ra09519g,2014,4,train_through_2018,3,True
25129,10.1039/c4ra09519g,10.1039/c4ra09519g,2014,4,train_through_2018,2,True
25130,10.1039/c4ra09519g,10.1039/c4ra09519g,2014,4,train_through_2018,5,True
25131,10.1039/c4ra09519g,10.1039/c4ra09519g,2014,4,train_through_2018,2,True
25142,10.1016/j.electacta.2016.02.147,10.1016/j.electacta.2016.02.147,2016,4,train_through_2018,2,True
25143,10.1016/j.electacta.2016.02.147,10.1016/j.electacta.2016.02.147,2016,4,train_through_2018,5,True
25144,10.1016/j.electacta.2016.02.147,10.1016/j.electacta.2016.02.147,2016,4,train_through_2018,4,True
25145,10.1016/j.electacta.2016.02.147,10.1016/j.electacta.2016.02.147,2016,4,train_through_2018,5,True
25146,10.1016/j.electacta.2016.02.147,10.1016/j.electacta.2016.02.147,2016,4,train_through_2018,1,True
25147,10.1039/c4ee01220h,10.1039/c4ee01220h,2014,1,train_through_2018,5,True
25148,10.1039/c4ee01220h,10.1039/c4ee01220h,2014,1,train_through_2018,1,True
25149,10.1039/c4ee01220h,10.1039/c4ee01220h,2014,1,train_through_2018,2,True
25150,10.1039/c4ee01220h,10.1039/c4ee01220h,2014,1,train_through_2018,3,True
25151,10.1039/c4ee01220h,10.1039/c4ee01220h,2014,1,train_through_2018,5,True
25152,10.1039/c4ee01220h,10.1039/c4ee01220h,2014,1,train_through_2018,5,True
25153,10.1039/c6ee02373h,10.1039/c6ee02373h,2016,1,train_through_2018,3,True
25155,10.1039/c6ee02373h,10.1039/c6ee02373h,2016,1,train_through_2018,3,True
25158,10.1039/c6ee02373h,10.1039/c6ee02373h,2016,1,train_through_2018,5,True
25161,10.1002/asia.201501379,10.1002/asia.201501379,2016,4,train_through_2018,1,False
25162,10.1002/asia.201501379,10.1002/asia.201501379,2016,4,train_through_2018,1,False
25163,10.1021/ja503272q,10.1021/ja503272q,2014,5,train_through_2018,2,True
25164,10.1021/ja503272q,10.1021/ja503272q,2014,5,train_through_2018,2,True
25165,10.1021/ja503272q,10.1021/ja503272q,2014,5,train_through_2018,4,True
25166,10.1021/ja503272q,10.1021/ja503272q,2014,5,train_through_2018,5,True
25167,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,1,True
25168,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,1,True
25169,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,4,True
25170,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,5,True
25171,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,3,True
25172,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,1,True
25173,10.1016/j.solmat.2015.09.054,10.1016/j.solmat.2015.09.054,2015,3,train_through_2018,1,True
25174,10.1016/j.orgel.2016.03.017,10.1016/j.orgel.2016.03.017,2016,2,train_through_2018,5,True
25175,10.1016/j.orgel.2016.03.017,10.1016/j.orgel.2016.03.017,2016,2,train_through_2018,5,True
25176,10.1016/j.orgel.2016.03.017,10.1016/j.orgel.2016.03.017,2016,2,train_through_2018,2,True
25177,10.1016/j.orgel.2016.03.017,10.1016/j.orgel.2016.03.017,2016,2,train_through_2018,1,True
25178,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,3,True
25179,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,1,True
25180,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,2,True
25181,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,2,True
25182,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,3,True
25183,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,2,True
25184,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,5,True
25185,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,4,True
25186,10.1021/acsami.7b05078,10.1021/acsami.7b05078,2017,3,train_through_2018,4,True
25187,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,5,True
25188,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,2,True
25189,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,2,True
25190,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,3,True
25191,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,3,True
25192,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,4,True
25193,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,2,True
25194,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,1,True
25195,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,1,True
25196,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,1,True
25197,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,3,True
25198,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,1,True
25199,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,5,True
25200,10.1002/aenm.201802774,10.1002/aenm.201802774,2019,4,test_2019_onward,5,True
25201,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,5,True
25202,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,4,True
25203,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,4,True
25204,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,2,True
25205,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,2,True
25206,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,4,True
25207,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,4,True
25208,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,4,True
25209,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,4,True
25210,10.1021/acs.jpclett.7b02679,10.1021/acs.jpclett.7b02679,2018,1,train_through_2018,3,True
25215,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,5,True
25216,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,4,True
25217,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,3,True
25218,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,4,True
25219,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,2,True
25220,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,4,True
25221,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,2,True
25222,10.1002/aenm.201602599,10.1002/aenm.201602599,2017,4,train_through_2018,3,True
25226,10.1039/c5ta06458a,10.1039/c5ta06458a,2015,4,train_through_2018,1,False
25227,10.1021/acsami.7b01904,10.1021/acsami.7b01904,2017,4,train_through_2018,1,True
25228,10.1021/acsami.7b01904,10.1021/acsami.7b01904,2017,4,train_through_2018,5,True
25229,10.1021/acsami.7b01904,10.1021/acsami.7b01904,2017,4,train_through_2018,3,True
25230,10.1021/nn502115k,10.1021/nn502115k,2014,2,train_through_2018,4,True
25231,10.1021/nn502115k,10.1021/nn502115k,2014,2,train_through_2018,2,True
25232,10.1021/nn502115k,10.1021/nn502115k,2014,2,train_through_2018,4,True
25233,10.1021/nn502115k,10.1021/nn502115k,2014,2,train_through_2018,5,True
25234,10.1021/nn502115k,10.1021/nn502115k,2014,2,train_through_2018,5,True
25235,10.1021/nn502115k,10.1021/nn502115k,2014,2,train_through_2018,5,True
25240,10.1007/s12200-017-0716-6,10.1007/s12200-017-0716-6,2017,2,train_through_2018,3,False
25241,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,5,True
25242,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,4,True
25243,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,3,True
25244,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,1,True
25245,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,1,True
25246,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,1,True
25247,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,1,True
25248,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,4,True
25249,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,1,True
25250,10.1021/acs.jpcc.6b10288,10.1021/acs.jpcc.6b10288,2016,3,train_through_2018,4,True
25251,10.1021/acsami.6b12782,10.1021/acsami.6b12782,2016,3,train_through_2018,5,False
25253,10.1039/c9se00325h,10.1039/c9se00325h,2019,1,test_2019_onward,2,False
25254,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,4,True
25255,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,3,True
25256,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,2,True
25257,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,1,True
25258,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,3,True
25259,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,2,True
25260,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,1,True
25261,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,2,True
25262,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,5,True
25263,10.1002/asia.201600722,10.1002/asia.201600722,2016,3,train_through_2018,4,True
25266,10.1016/j.jpowsour.2016.09.104,10.1016/j.jpowsour.2016.09.104,2016,2,train_through_2018,3,True
25267,10.1016/j.jpowsour.2016.09.104,10.1016/j.jpowsour.2016.09.104,2016,2,train_through_2018,2,True
25268,10.1016/j.jpowsour.2016.09.104,10.1016/j.jpowsour.2016.09.104,2016,2,train_through_2018,4,True
25269,10.1016/j.jpowsour.2016.09.104,10.1016/j.jpowsour.2016.09.104,2016,2,train_through_2018,4,True
25270,10.1016/j.jpowsour.2016.09.104,10.1016/j.jpowsour.2016.09.104,2016,2,train_through_2018,1,True
25271,10.1021/acs.jpclett.6b01199,10.1021/acs.jpclett.6b01199,2016,3,train_through_2018,3,True
25273,10.1021/acs.jpclett.6b01199,10.1021/acs.jpclett.6b01199,2016,3,train_through_2018,5,True
25274,10.1021/acs.jpclett.6b01199,10.1021/acs.jpclett.6b01199,2016,3,train_through_2018,5,True
25275,10.1002/adma.201701656,10.1002/adma.201701656,2017,1,train_through_2018,3,False
25277,10.3390/nano9010121,10.3390/nano9010121,2019,4,test_2019_onward,1,False
25278,10.3390/nano9010121,10.3390/nano9010121,2019,4,test_2019_onward,1,False
25279,10.1021/acsami.7b02799,10.1021/acsami.7b02799,2017,2,train_through_2018,4,True
25280,10.1021/acsami.7b02799,10.1021/acsami.7b02799,2017,2,train_through_2018,5,True
25281,10.1021/acsami.7b02799,10.1021/acsami.7b02799,2017,2,train_through_2018,4,True
25282,10.1021/acsami.7b02799,10.1021/acsami.7b02799,2017,2,train_through_2018,1,True
25283,10.1021/acsami.7b02799,10.1021/acsami.7b02799,2017,2,train_through_2018,5,True
25284,10.1021/acsami.7b02799,10.1021/acsami.7b02799,2017,2,train_through_2018,5,True
25290,10.1021/acsenergylett.6b00600,10.1021/acsenergylett.6b00600,2016,1,train_through_2018,4,True
25291,10.1021/acsenergylett.6b00600,10.1021/acsenergylett.6b00600,2016,1,train_through_2018,3,True
25294,10.1002/admi.201900474,10.1002/admi.201900474,2019,3,test_2019_onward,2,True
25295,10.1002/admi.201900474,10.1002/admi.201900474,2019,3,test_2019_onward,1,True
25296,10.1002/admi.201900474,10.1002/admi.201900474,2019,3,test_2019_onward,5,True
25297,10.1002/admi.201900474,10.1002/admi.201900474,2019,3,test_2019_onward,4,True
25298,10.1002/admi.201900474,10.1002/admi.201900474,2019,3,test_2019_onward,1,True
25300,10.1246/cl.150385,10.1246/cl.150385,2015,4,train_through_2018,3,False
25301,10.1246/cl.150385,10.1246/cl.150385,2015,4,train_through_2018,3,False
25302,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,5,True
25303,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,5,True
25304,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,1,True
25305,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,3,True
25306,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,3,True
25307,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,5,True
25308,10.1007/s40820-016-0094-4,10.1007/s40820-016-0094-4,2016,3,train_through_2018,4,True
25311,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,2,True
25312,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,5,True
25313,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,1,True
25314,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,1,True
25315,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,2,True
25316,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,4,True
25317,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,2,True
25318,10.1039/c7ta04575a,10.1039/c7ta04575a,2017,2,train_through_2018,4,True
25321,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,4,True
25322,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,1,True
25323,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,4,True
25324,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,4,True
25325,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,4,True
25326,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,3,True
25327,10.1038/ncomms13938,10.1038/ncomms13938,2017,4,train_through_2018,5,True
25328,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,2,True
25329,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,2,True
25330,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,1,True
25331,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,3,True
25332,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,3,True
25333,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,3,True
25334,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,1,True
25335,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,4,True
25336,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,5,True
25337,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,5,True
25338,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,3,True
25339,10.1039/c9ra01309a,10.1039/c9ra01309a,2019,5,test_2019_onward,4,True
25340,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,3,True
25341,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,2,True
25342,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,5,True
25343,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,5,True
25344,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,1,True
25345,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,5,True
25346,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,4,True
25347,10.1002/solr.201700027,10.1002/solr.201700027,2017,4,train_through_2018,5,True
25348,10.1038/NCHEM.2324,10.1038/nchem.2324,2015,1,train_through_2018,3,True
25349,10.1038/NCHEM.2324,10.1038/nchem.2324,2015,1,train_through_2018,3,True
25352,10.1038/NCHEM.2324,10.1038/nchem.2324,2015,1,train_through_2018,3,True
25353,10.1038/NCHEM.2324,10.1038/nchem.2324,2015,1,train_through_2018,1,True
25355,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,5,True
25356,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,4,True
25357,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,4,True
25358,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,3,True
25359,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,3,True
25360,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,5,True
25361,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,5,True
25362,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,1,True
25363,10.1002/adma.201604056,10.1002/adma.201604056,2016,1,train_through_2018,4,True
25369,10.1021/acsnano.8b05555,10.1021/acsnano.8b05555,2018,1,train_through_2018,4,True
25370,10.1021/acsnano.8b05555,10.1021/acsnano.8b05555,2018,1,train_through_2018,2,True
25371,10.1021/acsnano.8b05555,10.1021/acsnano.8b05555,2018,1,train_through_2018,2,True
25372,10.1021/acsnano.8b05555,10.1021/acsnano.8b05555,2018,1,train_through_2018,2,True
25373,10.2109/jcersj2.18214,10.2109/jcersj2.18214,2019,3,test_2019_onward,5,True
25374,10.2109/jcersj2.18214,10.2109/jcersj2.18214,2019,3,test_2019_onward,1,True
25375,10.2109/jcersj2.18214,10.2109/jcersj2.18214,2019,3,test_2019_onward,4,True
25376,10.2109/jcersj2.18214,10.2109/jcersj2.18214,2019,3,test_2019_onward,1,True
25381,10.1021/acsami.8b11459,10.1021/acsami.8b11459,2018,2,train_through_2018,5,True
25382,10.1021/acsami.8b11459,10.1021/acsami.8b11459,2018,2,train_through_2018,3,True
25383,10.1021/acsami.8b11459,10.1021/acsami.8b11459,2018,2,train_through_2018,3,True
25384,10.1021/acsami.8b11459,10.1021/acsami.8b11459,2018,2,train_through_2018,2,True
25393,10.1039/c8nr09467e,10.1039/c8nr09467e,2019,5,test_2019_onward,1,True
25394,10.1039/c8nr09467e,10.1039/c8nr09467e,2019,5,test_2019_onward,1,True
25395,10.1039/c8nr09467e,10.1039/c8nr09467e,2019,5,test_2019_onward,2,True
25396,10.1039/c8nr09467e,10.1039/c8nr09467e,2019,5,test_2019_onward,4,True
25397,10.1039/c8nr09467e,10.1039/c8nr09467e,2019,5,test_2019_onward,3,True
25398,10.1021/acsaem.8b00733,10.1021/acsaem.8b00733,2018,3,train_through_2018,3,True
25399,10.1021/acsaem.8b00733,10.1021/acsaem.8b00733,2018,3,train_through_2018,2,True
25400,10.1021/acsaem.8b00733,10.1021/acsaem.8b00733,2018,3,train_through_2018,5,True
25401,10.1021/acsaem.8b00733,10.1021/acsaem.8b00733,2018,3,train_through_2018,2,True
25402,10.1021/acsaem.8b00733,10.1021/acsaem.8b00733,2018,3,train_through_2018,2,True
25404,10.1021/acsaem.8b00733,10.1021/acsaem.8b00733,2018,3,train_through_2018,1,True
25406,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25407,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25408,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,4,True
25409,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,4,True
25410,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,4,True
25411,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,1,True
25412,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,4,True
25413,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25414,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25415,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25416,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25417,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,1,True
25418,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25419,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25420,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,3,True
25421,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25422,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25423,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,1,True
25424,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25425,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25426,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25427,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25428,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,1,True
25429,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,4,True
25430,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25431,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,3,True
25432,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,3,True
25433,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,4,True
25434,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,5,True
25435,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,1,True
25436,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,2,True
25437,10.1039/c8ta07318j,10.1039/c8ta07318j,2018,2,train_through_2018,3,True
25438,10.1039/c6cc06290c,10.1039/c6cc06290c,2016,1,train_through_2018,4,False
25442,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,2,True
25443,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,4,True
25444,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,2,True
25445,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,2,True
25446,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,4,True
25447,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,2,True
25448,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,5,True
25449,10.1063/1.4926578,10.1063/1.4926578,2015,2,train_through_2018,5,True
25450,10.1016/j.solmat.2018.05.062,10.1016/j.solmat.2018.05.062,2018,2,train_through_2018,5,True
25451,10.1016/j.solmat.2018.05.062,10.1016/j.solmat.2018.05.062,2018,2,train_through_2018,1,True
25452,10.1016/j.solmat.2018.05.062,10.1016/j.solmat.2018.05.062,2018,2,train_through_2018,5,True
25453,10.1016/j.solmat.2018.05.062,10.1016/j.solmat.2018.05.062,2018,2,train_through_2018,2,True
25454,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,2,True
25455,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,3,True
25456,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,1,True
25457,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,5,True
25458,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,4,True
25459,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,2,True
25460,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,1,True
25461,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,3,True
25462,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,5,True
25463,10.1142/S179329201950022X,10.1142/s179329201950022x,2019,2,test_2019_onward,4,True
